Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Kenya,KEN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.209709,..,2.55,..,..
Kenya,KEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Kenya,KEN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,63.3,..,..,..,..
Kenya,KEN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.17634987725358,2.25610560588208,2.33918661191556,2.42382670984367,..
Kiribati,KIR,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Kiribati,KIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.86,..,..,..,..
Kiribati,KIR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,28.7,..,..,..,..
Kiribati,KIR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.69432298887349,3.82452390546436,3.95262717204589,4.08227471387514,..
"Korea, Dem. People’s Rep.",PRK,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,9.5,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.66873079756667,9.51172884595156,9.33452040978796,9.25808888988112,..
"Korea, Rep.",KOR,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.790535,..,3.73,..,..
"Korea, Rep.",KOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,11.98,12.27,12.43,..,..
"Korea, Rep.",KOR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.1,..,..,..,..
"Korea, Rep.",KOR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.3379401871474,13.8522477555421,14.4185558323969,15.0601768953737,..
Kosovo,XKX,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Kosovo,XKX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Kosovo,XKX,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Kosovo,XKX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Kuwait,KWT,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.92298,..,3.02,..,..
Kuwait,KWT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.04,2.04,..,..,..
Kuwait,KWT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,14.8,..,..,..,..
Kuwait,KWT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.24197125256674,2.38246157206715,2.55047238400198,2.76383898297229,..
Kyrgyz Republic,KGZ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.96,..,2.38,..,..
Kyrgyz Republic,KGZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Kyrgyz Republic,KGZ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,9.6,..,..,..,..
Kyrgyz Republic,KGZ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.35853830792861,4.41280746681642,4.49472797559656,4.60029458294692,..
Lao PDR,LAO,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.761834,..,2.44,..,..
Lao PDR,LAO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Lao PDR,LAO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,31.4,..,..,..,..
Lao PDR,LAO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.9121680505229,3.99155189064919,4.0751499644481,4.16398457065425,..
Latvia,LVA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.235385,..,2.98,..,..
Latvia,LVA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.72,5.57,5.49,..,..
Latvia,LVA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,2.7,..,..,..,..
Latvia,LVA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.6798708988556,19.833304033577,20.0436203206809,20.3365110033182,..
Lebanon,LBN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.642975,..,2.64,..,..
Lebanon,LBN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.73,2.73,..,..,..
Lebanon,LBN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.6,..,..,..,..
Lebanon,LBN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.51996840763739,6.74623605425308,7.00236813439294,7.27329163283236,..
Lesotho,LSO,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.961644,..,1.96,..,..
Lesotho,LSO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Lesotho,LSO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,59.3,..,..,..,..
Lesotho,LSO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.83911075984444,4.87264371509141,4.90108749682213,4.92582582526063,..
Liberia,LBR,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.012614,..,1.91,..,..
Liberia,LBR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Liberia,LBR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,58.5,..,..,..,..
Liberia,LBR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.19646410439377,3.22270771332556,3.25343179968014,3.28569397416521,..
Libya,LBY,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.04072,..,2.25,..,..
Libya,LBY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.7,3.2,..,..,..
Libya,LBY,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,8,..,..,..,..
Libya,LBY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.27654146646371,4.32917411518854,4.39204025898401,4.45823887797361,..
Liechtenstein,LIE,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Liechtenstein,LIE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Liechtenstein,LIE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Liechtenstein,LIE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Lithuania,LTU,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.571429,..,2.73,..,..
Lithuania,LTU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.69,6.56,6.43,..,..
Lithuania,LTU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.6,..,..,..,..
Lithuania,LTU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,18.9684439517892,19.3009523394487,19.7050331564608,20.1584127130225,..
Luxembourg,LUX,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,4.235,..,3.63,..,..
Luxembourg,LUX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.81,4.66,4.51,4.26,..
Luxembourg,LUX,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.9,..,..,..,..
Luxembourg,LUX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.042301955585,14.1067054112956,14.1831541841472,14.2749488817321,..
"Macao SAR, China",MAC,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
"Macao SAR, China",MAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
"Macao SAR, China",MAC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
"Macao SAR, China",MAC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.16411568510988,9.79801954753166,10.4842029270023,11.2117355900975,..
Madagascar,MDG,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.118222,..,2.16,..,..
Madagascar,MDG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Madagascar,MDG,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,46.2,..,..,..,..
Madagascar,MDG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.8782491784287,2.93018379921372,2.98671712579162,3.04406412815873,..
Malawi,MWI,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,2.18,..,..
Malawi,MWI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Malawi,MWI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,59.7,..,..,..,..
Malawi,MWI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.64748090714811,2.64901419316458,2.64543493031032,2.64202417908193,..
Malaysia,MYS,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.447615,..,3.15,..,..
Malaysia,MYS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.62,1.88,..,..,..
Malaysia,MYS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,17.5,..,..,..,..
Malaysia,MYS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.20310400110752,6.4339520211868,6.67175462547886,6.92077130929584,..
Maldives,MDV,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.567635,..,2.72,..,..
Maldives,MDV,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Maldives,MDV,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,8,..,..,..,..
Maldives,MDV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.85878800114403,3.77838928932599,3.70334460612454,3.64100023919255,..
Mali,MLI,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.299231,..,2.3,..,..
Mali,MLI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Mali,MLI,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,60.6,..,..,..,..
Mali,MLI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.52190274406259,2.51491565396871,2.50722975755683,2.49512781824385,..
Malta,MLT,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.942857,..,2.9,..,..
Malta,MLT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.67,4.49,..,..,..
Malta,MLT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.4,..,..,..,..
Malta,MLT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,19.3791748166119,19.887288694846,20.3493242997122,20.8171727539444,..
Marshall Islands,MHL,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Marshall Islands,MHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Marshall Islands,MHL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Marshall Islands,MHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Mauritania,MRT,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.542857,..,2.26,..,..
Mauritania,MRT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Mauritania,MRT,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,53.4,..,..,..,..
Mauritania,MRT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.1231168337083,3.13071356685355,3.14111215805009,3.15624381310632,..
Mauritius,MUS,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,2.8,..,..
Mauritius,MUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Mauritius,MUS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.5,..,..,..,..
Mauritius,MUS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,10.4430347144901,10.951689167014,11.4741730686522,11.99872722633,..
Mexico,MEX,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.890923,..,2.85,..,..
Mexico,MEX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1,0.99,0.98,..,..
Mexico,MEX,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,9.8,..,..,..,..
Mexico,MEX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.8733203249054,7.04077048486791,7.22368498087198,7.41666060424488,..
"Micronesia, Fed. Sts.",FSM,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,18.5,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.62110420541669,3.80678096878673,3.99680397727273,4.19276896718359,..
Moldova,MDA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.352941,..,2.02,..,..
Moldova,MDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Moldova,MDA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.2,..,..,..,..
Moldova,MDA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,10.4160123600317,10.909198844048,11.4695563413512,12.0131191070183,..
Monaco,MCO,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Monaco,MCO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Monaco,MCO,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Monaco,MCO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Mongolia,MNG,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.051282,..,2.1,..,..
Mongolia,MNG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7,8,..,..,..
Mongolia,MNG,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,9.7,..,..,..,..
Mongolia,MNG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.92083534552822,3.99381974226874,4.08353878726245,4.18933345157011,..
Montenegro,MNE,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.068271,..,2.57,..,..
Montenegro,MNE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.93,3.86,..,..,..
Montenegro,MNE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,1.4,..,..,..,..
Montenegro,MNE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.1418924089379,14.547702780438,14.9749366447439,15.3891720688486,..
Morocco,MAR,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.46142,..,2.43,..,..
Morocco,MAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.1,1,..,..,..
Morocco,MAR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,14,..,..,..,..
Morocco,MAR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.53805300150887,6.7533480761148,7.0129048211122,7.30045477092159,..
Mozambique,MOZ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.238017,..,..,..,..
Mozambique,MOZ,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Mozambique,MOZ,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,65.3,..,..,..,..
Mozambique,MOZ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.90146891451932,2.89833319941368,2.8907644574499,2.87844616926622,..
Myanmar,MMR,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.329592,..,1.99,..,..
Myanmar,MMR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.04,1.04,..,..,..
Myanmar,MMR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,23.6,..,..,..,..
Myanmar,MMR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.35298376944599,5.56105787656383,5.78464193257209,6.01170459957569,..
Namibia,NAM,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.763889,..,..,..,..
Namibia,NAM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Namibia,NAM,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,49.3,..,..,..,..
Namibia,NAM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.70446861890618,3.66889158685492,3.63603168074514,3.60805442307769,..
Nauru,NRU,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Nauru,NRU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Nauru,NRU,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Nauru,NRU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Nepal,NPL,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.266667,..,2.19,..,..
Nepal,NPL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Nepal,NPL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,25,..,..,..,..
Nepal,NPL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.60040256118883,5.6646874040199,5.72767077569198,5.78256761664542,..
Netherlands,NLD,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,4.289743,..,4.21,..,..
Netherlands,NLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.41,3.28,3.17,..,..
Netherlands,NLD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,5.2,..,..,..,..
Netherlands,NLD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,18.371661289672,18.7921320210439,19.1961926333387,19.6053197232518,..
New Caledonia,NCL,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
New Caledonia,NCL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
New Caledonia,NCL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
New Caledonia,NCL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.68956311476307,8.93162547357027,9.17415792537671,9.42670203359859,..
New Zealand,NZL,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.549123,..,3.99,..,..
New Zealand,NZL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.74,2.73,2.62,2.57,..
New Zealand,NZL,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,4.6,..,..,..,..
New Zealand,NZL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.9998551273645,15.3294510418257,15.6524245271741,15.9939561741085,..
Nicaragua,NIC,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.49933,..,..,..,..
Nicaragua,NIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.93,0.93,..,..,..
Nicaragua,NIC,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.9,..,..,..,..
Nicaragua,NIC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.88383993969518,5.05229100279004,5.24749744838026,5.45799237399973,..
Niger,NER,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.222419,..,2,..,..
Niger,NER,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,0.39,..,..,..
Niger,NER,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,62.7,..,..,..,..
Niger,NER,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.58428601788329,2.59076059297535,2.59500788269853,2.59671142648349,..
Nigeria,NGA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.398846,..,2.56,..,..
Nigeria,NGA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Nigeria,NGA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,62.7,..,..,..,..
Nigeria,NGA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.74600472259014,2.74913596585596,2.74737700532743,2.74308333819201,..
North Macedonia,MKD,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.581145,..,2.47,..,..
North Macedonia,MKD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.37,4.28,..,..,..
North Macedonia,MKD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,1.9,..,..,..,..
North Macedonia,MKD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,12.8589162621237,13.2498333330131,13.6701813815648,14.0854223673228,..
Northern Mariana Islands,MNP,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Northern Mariana Islands,MNP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Northern Mariana Islands,MNP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Northern Mariana Islands,MNP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Norway,NOR,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.9545,..,3.69,..,..
Norway,NOR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.68,3.6,3.53,..,..
Norway,NOR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,7.3,..,..,..,..
Norway,NOR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.5942194449041,16.8349720164506,17.0492221563211,17.272665921403,..
Oman,OMN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.436481,..,3.16,..,..
Oman,OMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.49,1.47,..,..,..
Oman,OMN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,10.5,..,..,..,..
Oman,OMN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.30645119160282,2.34472113585979,2.39278695625796,2.44858980507684,..
Pakistan,PAK,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.697275,..,2.2,..,..
Pakistan,PAK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.63,0.63,..,..,..
Pakistan,PAK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,34.9,..,..,..,..
Pakistan,PAK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.31549556123609,4.31383605287132,4.31277431133756,4.32240770888347,..
Palau,PLW,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..
Palau,PLW,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Palau,PLW,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,..
Palau,PLW,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Panama,PAN,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.281587,..,3.13,..,..
Panama,PAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.25,..,..,..,..
Panama,PAN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,15.6,..,..,..,..
